File #,DateTime,Operator,Sample Name,Sample ID,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Mg,Mg Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,K,K Err,Ca,Ca Err,Ti,Ti Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,Rb,Rb Err,Sr,Sr Err,Zr,Zr Err,Nb,Nb Err,Sn,Sn Err,Cs,Cs Err,Ba,Ba Err,Ta,Ta Err,W,W Err,Tl,Tl Err,Pb,Pb Err,Li_IDX,Li_IDX Err,Multiplier,Cal Check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File #,DateTime,Operator,Sample Name,Sample ID,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Li,Li Err,Be,Be Err,Mg,Mg Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Ru,Ru Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,In,In Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Cs,Cs Err,Ba,Ba Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Re,Re Err,Os,Os Err,Ir,Ir Err,Pt,Pt Err,Au,Au Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,U,U Err,Multiplier,Cal Check,,
362,1/04/2006 12:02,Supervisor,MAD213,762,Li Index,Li Index,60,No Match,0,,0,,0,,,,,0.1655,0.121,6.1774,0.108,36.9686,0.2382,< LOD,0.0098,0.0635,0.0058,0.3193,0.0082,0.8726,0.0115,,,,,,,,,,,,,,,,,< LOD,0.0017,0.0029,0.0019,,,,,0.0037,0.0005,0.0031,0.0004,,,0.0009,0.0006,0.0029,0.0006,,,,,,,,,,,,,,,0.0014,0.0013,,,,,< LOD,0.004,< LOD,0.0102,,,0.0013,0.0012,< LOD,0.0032,,,,,,,,,,,< LOD,0.001,0.0061,0.0016,,,,,3,Passed,,
File #,DateTime,Operator,Sample Name,Sample ID,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Li,Li Err,Be,Be Err,Mg,Mg Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Ru,Ru Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,In,In Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Cs,Cs Err,Ba,Ba Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Re,Re Err,Os,Os Err,Ir,Ir Err,Pt,Pt Err,Au,Au Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,U,U Err,Li_IDX,Li_IDX Err,Multiplier,Cal Check
363,1/04/2006 12:05,Supervisor,MAD213,762.5,Li Index,Li Index,60,No Match,0,,0,,0,,,,,0.4803,0.1609,2.1261,0.0711,38.0744,0.2484,0.6692,0.0315,0.1226,0.0079,1.0126,0.0136,0.916,0.0121,,,,,,,,,,,,,,,,,0.0166,0.0028,< LOD,0.0019,,,,,0.0234,0.0014,0.0026,0.0005,,,0.0909,0.0024,0.0035,0.0007,,,,,,,,,,,,,,,< LOD,0.0013,,,,,< LOD,0.0043,0.0144,0.0106,,,< LOD,0.0013,< LOD,0.0048,,,,,,,,,,,< LOD,0.0015,0.0022,0.0015,,,,,3,Passed,,
364,1/04/2006 12:06,Supervisor,MAD213,763,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1371,6.2533,0.1031,26.8683,0.1945,0.1146,0.0153,0.1288,0.0078,6.1579,0.0299,0.3154,0.009,,,,,,,,,,,,,,,,,< LOD,0.0018,< LOD,0.0021,,,,,0.061,0.0023,0.0104,0.0008,,,< LOD,0.0006,0.0005,0.0005,,,,,,,,,,,,,,,< LOD,0.0015,,,,,< LOD,0.0048,0.0736,0.0118,,,< LOD,0.0014,< LOD,0.005,,,,,,,,,,,< LOD,0.0016,0.0077,0.0021,,,,,3,Passed,,
365,1/04/2006 12:07,Supervisor,MAD213,763.5,Li Index,Li Index,59,No Match,0,,0,,0,,,,,0.191,0.1219,3.8507,0.0847,21.0611,0.1671,0.1856,0.0175,0.0575,0.0062,1.7878,0.0169,0.6775,0.0099,,,,,,,,,,,,,,,,,0.0036,0.0015,0.0023,0.0017,,,,,0.0347,0.0019,0.0191,0.0008,,,0.0089,0.001,0.0004,0.0003,,,,,,,,,,,,,,,< LOD,0.0012,,,,,< LOD,0.0028,0.1761,0.0106,,,< LOD,0.0011,< LOD,0.0056,,,,,,,,,,,< LOD,0.0016,0.0046,0.0015,,,,,3,Passed,,
367,1/04/2006 12:09,Supervisor,MAD213,764,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1357,6.8978,0.114,31.3375,0.2133,0.1904,0.0187,0.1356,0.0079,0.2186,0.0071,1.5037,0.0144,,,,,,,,,,,,,,,,,< LOD,0.0017,0.0029,0.0022,,,,,0.0011,0.0005,0.0166,0.0009,,,< LOD,0.0007,< LOD,0.0005,,,,,,,,,,,,,,,0.0015,0.0015,,,,,< LOD,0.0042,< LOD,0.011,,,< LOD,0.0014,< LOD,0.0038,,,,,,,,,,,< LOD,0.0011,0.0056,0.0017,,,,,3,Passed,,
368,1/04/2006 12:10,Supervisor,MAD213,764.5,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1395,6.6176,0.1073,32.9286,0.2216,0.21,0.0186,0.1266,0.0077,6.3013,0.0302,0.3665,0.0096,,,,,,,,,,,,,,,,,< LOD,0.0017,< LOD,0.0018,,,,,0.063,0.002,0.0084,0.0006,,,< LOD,0.0006,< LOD,0.0004,,,,,,,,,,,,,,,< LOD,0.0013,,,,,< LOD,0.0046,0.0582,0.0102,,,< LOD,0.0012,< LOD,0.0044,,,,,,,,,,,< LOD,0.0013,0.0096,0.0018,,,,,3,Passed,,
369,1/04/2006 12:11,Supervisor,MAD213,765,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1428,5.6948,0.1037,31.1882,0.2142,0.1776,0.0196,1.8312,0.0242,2.9907,0.0218,1.5575,0.0154,,,,,,,,,,,,,,,,,0.003,0.002,< LOD,0.0021,,,,,0.03,0.0015,0.0098,0.0008,,,0.0021,0.0009,0.0008,0.0006,,,,,,,,,,,,,,,0.0026,0.0016,,,,,< LOD,0.005,0.0324,0.0119,,,< LOD,0.0014,< LOD,0.004,,,,,,,,,,,< LOD,0.0012,0.0071,0.0019,,,,,3,Passed,,
370,1/04/2006 12:12,Supervisor,MAD213,765.5,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1394,7.6248,0.1174,35.7735,0.2342,0.2074,0.0191,0.098,0.0072,3.3165,0.0228,0.8981,0.0124,,,,,,,,,,,,,,,,,< LOD,0.0019,0.0037,0.0023,,,,,0.0324,0.0015,0.0107,0.0008,,,< LOD,0.0007,< LOD,0.0006,,,,,,,,,,,,,,,< LOD,0.0015,,,,,< LOD,0.0053,0.0425,0.0123,,,0.0016,0.0014,< LOD,0.0041,,,,,,,,,,,< LOD,0.0013,0.0119,0.0022,,,,,3,Passed,,
371,1/04/2006 12:13,Supervisor,MAD213,766,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1401,5.5841,0.1014,38.6554,0.2479,0.1268,0.0162,0.342,0.0111,4.989,0.0274,0.3175,0.0094,,,,,,,,,,,,,,,,,< LOD,0.0017,< LOD,0.0018,,,,,0.0626,0.0019,0.0043,0.0005,,,< LOD,0.0005,< LOD,0.0005,,,,,,,,,,,,,,,< LOD,0.0013,,,,,< LOD,0.0047,0.0182,0.0101,,,< LOD,0.0011,< LOD,0.0039,,,,,,,,,,,< LOD,0.0013,0.0069,0.0016,,,,,3,Passed,,
372,1/04/2006 12:14,Supervisor,MAD213,766.5,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1274,5.2935,0.0945,23.6173,0.1792,0.1347,0.0158,0.1801,0.0088,5.2606,0.0277,0.3036,0.0084,,,,,,,,,,,,,,,,,< LOD,0.0015,< LOD,0.0016,,,,,0.0668,0.0022,0.0078,0.0006,,,< LOD,0.0005,0.0006,0.0004,,,,,,,,,,,,,,,< LOD,0.0013,,,,,< LOD,0.0036,0.0555,0.0095,,,< LOD,0.0012,< LOD,0.0045,,,,,,,,,,,< LOD,0.0014,0.0071,0.0017,,,,,3,Passed,,
373,1/04/2006 12:15,Supervisor,MAD213,767,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.142,6.2596,0.1094,35.8061,0.2347,0.1812,0.0187,0.434,0.0123,1.4584,0.0157,1.3775,0.0144,,,,,,,,,,,,,,,,,0.005,0.0019,< LOD,0.0017,,,,,0.0194,0.0011,0.02,0.0009,,,0.017,0.0013,< LOD,0.0005,,,,,,,,,,,,,,,0.0021,0.0013,,,,,< LOD,0.0045,0.1214,0.0119,,,< LOD,0.0012,< LOD,0.0037,,,,,,,,,,,0.0015,0.0012,0.0061,0.0016,,,,,3,Passed,,
374,1/04/2006 12:16,Supervisor,MAD213,767.5,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1488,8.9458,0.1224,30.438,0.2117,0.1743,0.0181,0.1761,0.0089,8.0635,0.0338,0.5885,0.0115,,,,,,,,,,,,,,,,,< LOD,0.002,< LOD,0.0023,,,,,0.0619,0.0022,0.014,0.0009,,,< LOD,0.0007,< LOD,0.0005,,,,,,,,,,,,,,,0.0017,0.0016,,,,,< LOD,0.0059,0.0876,0.0128,,,< LOD,0.0015,< LOD,0.0051,,,,,,,,,,,< LOD,0.0015,0.011,0.0023,,,,,3,Passed,,
375,1/04/2006 12:18,Supervisor,MAD213,768,Li Index,Li Index,60,No Match,0,,0,,0,,,,,0.1998,0.1493,4.5686,0.0933,34.4669,0.229,0.2319,0.0199,0.5226,0.0135,3.873,0.0245,0.5567,0.0104,,,,,,,,,,,,,,,,,0.003,0.0018,< LOD,0.0016,,,,,0.0407,0.0015,0.0076,0.0006,,,< LOD,0.0005,< LOD,0.0005,,,,,,,,,,,,,,,0.0015,0.0013,,,,,< LOD,0.0044,0.0748,0.0108,,,< LOD,0.0012,< LOD,0.0037,,,,,,,,,,,< LOD,0.0011,0.0048,0.0015,,,,,3,Passed,,
376,1/04/2006 12:19,Supervisor,MAD213,768.5,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1493,7.4069,0.1142,34.6278,0.2302,0.2931,0.0214,0.1628,0.0086,6.2419,0.0303,0.458,0.0105,,,,,,,,,,,,,,,,,< LOD,0.0017,< LOD,0.002,,,,,0.0582,0.002,0.0104,0.0007,,,< LOD,0.0006,< LOD,0.0005,,,,,,,,,,,,,,,< LOD,0.0014,,,,,0.0056,0.0051,0.0689,0.0114,,,< LOD,0.0013,< LOD,0.0043,,,,,,,,,,,< LOD,0.0015,0.0076,0.0019,,,,,3,Passed,,
377,1/04/2006 12:20,Supervisor,MAD213,769,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1362,6.2702,0.1078,36.6874,0.2385,0.172,0.0182,0.1992,0.0091,3.6618,0.0238,0.7279,0.0115,,,,,,,,,,,,,,,,,< LOD,0.0019,0.0023,0.0021,,,,,0.0155,0.0011,0.0145,0.0009,,,< LOD,0.0007,< LOD,0.0006,,,,,,,,,,,,,,,0.0022,0.0015,,,,,< LOD,0.0053,0.0634,0.0126,,,< LOD,0.0014,< LOD,0.0041,,,,,,,,,,,< LOD,0.0013,0.0046,0.0018,,,,,3,Passed,,
378,1/04/2006 12:21,Supervisor,MAD213,769.5,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.125,4.6341,0.0961,31.3967,0.2126,0.2005,0.018,0.3244,0.0107,0.1684,0.0064,0.9782,0.0116,,,,,,,,,,,,,,,,,< LOD,0.0018,< LOD,0.002,,,,,0.0034,0.0007,0.0159,0.0009,,,< LOD,0.0008,< LOD,0.0005,,,,,,,,,,,,,,,< LOD,0.0016,,,,,0.0054,0.0043,0.0215,0.012,,,< LOD,0.0014,< LOD,0.0041,,,,,,,,,,,< LOD,0.0013,0.006,0.0018,,,,,3,Passed,,
379,1/04/2006 12:22,Supervisor,MAD213,770,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1413,7.8824,0.1209,33.5727,0.2235,0.2093,0.0194,0.2404,0.0097,0.3104,0.0081,1.5709,0.0148,,,,,,,,,,,,,,,,,< LOD,0.0018,0.0032,0.0022,,,,,0.0033,0.0006,0.0167,0.0009,,,< LOD,0.0007,< LOD,0.0005,,,,,,,,,,,,,,,< LOD,0.0015,,,,,< LOD,0.0046,< LOD,0.0116,,,< LOD,0.0015,< LOD,0.0035,,,,,,,,,,,< LOD,0.0011,0.0054,0.0017,,,,,3,Passed,,
380,1/04/2006 12:23,Supervisor,MAD213,770.5,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1211,4.4824,0.0887,26.1193,0.1899,0.1712,0.0166,0.0719,0.0064,4.2864,0.0252,0.1837,0.0073,,,,,,,,,,,,,,,,,< LOD,0.0014,0.0017,0.0016,,,,,0.0526,0.002,0.0073,0.0006,,,< LOD,0.0005,< LOD,0.0004,,,,,,,,,,,,,,,< LOD,0.0012,,,,,< LOD,0.0034,0.0629,0.0095,,,< LOD,0.0011,< LOD,0.0046,,,,,,,,,,,< LOD,0.0013,0.0044,0.0015,,,,,3,Passed,,
381,1/04/2006 12:25,Supervisor,MAD213,771,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1367,5.1987,0.102,38.06,0.2437,0.2452,0.0206,0.1148,0.0076,0.5267,0.0102,1.1634,0.0132,,,,,,,,,,,,,,,,,0.002,0.0019,0.0021,0.002,,,,,0.0112,0.0009,0.023,0.001,,,< LOD,0.0009,< LOD,0.0005,,,,,,,,,,,,,,,< LOD,0.0014,,,,,< LOD,0.0046,0.0521,0.0119,,,< LOD,0.0013,< LOD,0.0039,,,,,,,,,,,< LOD,0.0012,0.0053,0.0016,,,,,3,Passed,,
382,1/04/2006 12:26,Supervisor,MAD213,771.5,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1272,4.9511,0.0984,33.9143,0.2245,0.1791,0.0178,0.1064,0.0073,1.1496,0.0141,0.8851,0.0117,,,,,,,,,,,,,,,,,0.002,0.0017,0.0038,0.0021,,,,,0.0182,0.001,0.0165,0.0008,,,< LOD,0.0009,< LOD,0.0005,,,,,,,,,,,,,,,< LOD,0.0013,,,,,< LOD,0.0041,0.0682,0.011,,,< LOD,0.0013,< LOD,0.0035,,,,,,,,,,,< LOD,0.0011,0.0064,0.0017,,,,,3,Passed,,
383,1/04/2006 12:27,Supervisor,MAD213,772,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1528,7.9099,0.1174,33.0033,0.2237,0.2125,0.0193,0.3459,0.0114,6.917,0.0317,0.565,0.0112,,,,,,,,,,,,,,,,,0.0034,0.0017,< LOD,0.0017,,,,,0.0655,0.0019,0.0161,0.0008,,,< LOD,0.0006,< LOD,0.0004,,,,,,,,,,,,,,,< LOD,0.0013,,,,,< LOD,0.0048,0.1455,0.0112,,,< LOD,0.0012,< LOD,0.0041,,,,,,,,,,,< LOD,0.0014,0.0086,0.0018,,,,,3,Passed,,
384,1/04/2006 12:28,Supervisor,MAD213,772.5,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1354,7.5375,0.1119,28.665,0.2022,0.086,0.0137,0.0961,0.0069,6.9484,0.0314,0.2164,0.0085,,,,,,,,,,,,,,,,,< LOD,0.0017,< LOD,0.0019,,,,,0.0635,0.0022,0.0155,0.0009,,,< LOD,0.0006,< LOD,0.0004,,,,,,,,,,,,,,,< LOD,0.0014,,,,,< LOD,0.0047,0.1232,0.0117,,,< LOD,0.0014,< LOD,0.0046,,,,,,,,,,,< LOD,0.0014,0.0095,0.002,,,,,3,Passed,,
385,1/04/2006 12:29,Supervisor,MAD213,773,Li Index,Li Index,60,No Match,0,,0,,0,,,,,0.1914,0.1301,5.3442,0.0934,21.0789,0.168,0.2398,0.0188,0.2598,0.0101,5.9731,0.0293,0.3988,0.0092,,,,,,,,,,,,,,,,,< LOD,0.0014,< LOD,0.0016,,,,,0.0638,0.0021,0.0125,0.0007,,,< LOD,0.0005,< LOD,0.0003,,,,,,,,,,,,,,,< LOD,0.0012,,,,,< LOD,0.0034,0.0722,0.0092,,,< LOD,0.0012,< LOD,0.0046,,,,,,,,,,,< LOD,0.0013,0.0062,0.0017,,,,,3,Passed,,
386,1/04/2006 12:30,Supervisor,MAD213,773.5,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1512,7.5798,0.1179,32.1792,0.2191,0.3464,0.0236,0.1083,0.0078,2.6871,0.0208,1.3478,0.0144,,,,,,,,,,,,,,,,,0.0077,0.0023,< LOD,0.0022,,,,,0.0305,0.0015,0.0374,0.0012,,,0.0171,0.0016,< LOD,0.0005,,,,,,,,,,,,,,,0.0023,0.0015,,,,,< LOD,0.005,0.2058,0.0139,,,< LOD,0.0015,< LOD,0.0044,,,,,,,,,,,< LOD,0.0014,0.0054,0.0019,,,,,3,Passed,,
387,1/04/2006 12:32,Supervisor,MAD213,774,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.161,4.482,0.097,24.9182,0.1884,0.1918,0.0222,6.2191,0.0449,0.6899,0.0116,3.7967,0.0229,,,,,,,,,,,,,,,,,< LOD,0.0019,0.0028,0.0023,,,,,0.0161,0.0011,0.0424,0.0013,,,0.0016,0.0013,0.0005,0.0005,,,,,,,,,,,,,,,0.0021,0.0016,,,,,< LOD,0.0051,0.2128,0.0141,,,< LOD,0.0015,< LOD,0.0042,,,,,,,,,,,< LOD,0.0012,0.0068,0.002,,,,,3,Passed,,
388,1/04/2006 12:33,Supervisor,MAD213,774.5,Li Index,Li Index,60,PWA1497,0,TMS138,0,TMS138ARu,0,,,,,0.2158,0.122,4.0063,0.0851,17.4583,0.1504,0.1323,0.0161,0.0877,0.0071,2.1244,0.0184,0.7152,0.0101,,,,,,,,,,,,,,,,,0.0031,0.0017,0.0025,0.0019,,,,,0.0241,0.0015,0.0252,0.001,,,0.0074,0.0012,0.0004,0.0004,,,,,,,,,,,,,,,< LOD,0.0014,,,,,< LOD,0.0032,0.1186,0.0112,,,< LOD,0.0013,< LOD,0.0051,,,,,,,,,,,< LOD,0.0013,0.0061,0.0019,,,,,0.0132,0,3,Passed
389,1/04/2006 12:34,Supervisor,MAD213,775,Li Index,Li Index,64,No Match,0,,0,,0,,,,,< LOD,0.1443,3.3131,0.0851,35.7994,0.2347,0.1362,0.0186,2.2607,0.0265,1.1226,0.0141,1.6961,0.0159,0.0988,0.0287,,,< LOD,0.0055,0.0135,0.0068,0.4311,0.0203,,,< LOD,0.0016,< LOD,0.0004,0.0023,0.0016,< LOD,0.0016,,,,,0.0145,0.001,0.016,0.0007,,,0.013,0.0011,0.0008,0.0005,,,,,,,,,,,,,,,< LOD,0.0012,,,,,< LOD,0.004,0.1279,0.0106,,,< LOD,0.0011,< LOD,0.0043,,,,,,,,,,,< LOD,0.0013,0.0044,0.0014,,,,,3,Passed,,
390,1/04/2006 12:35,Supervisor,MAD213,775.5,Li Index,Li Index,56,No Match,0,,0,,0,,,,,< LOD,0.1274,3.4765,0.0853,37.5752,0.2415,0.1974,0.0182,0.1243,0.0075,1.0219,0.0132,0.8323,0.0113,,,,,,,,,,,,,,,,,0.0019,0.0017,< LOD,0.0018,,,,,0.0142,0.0009,0.0165,0.0008,,,0.0018,0.0009,< LOD,0.0005,,,,,,,,,,,,,,,< LOD,0.0013,,,,,< LOD,0.0042,0.1149,0.0118,,,< LOD,0.0012,< LOD,0.0036,,,,,,,,,,,< LOD,0.0011,0.0039,0.0015,,,,,3,Passed,,
391,1/04/2006 12:37,Supervisor,MAD213,776,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1354,5.9792,0.1068,27.8008,0.1972,0.0689,0.015,0.164,0.0085,0.1501,0.0065,1.3462,0.0135,,,,,,,,,,,,,,,,,< LOD,0.0017,0.0021,0.0021,,,,,0.0014,0.0005,0.0211,0.001,,,< LOD,0.0007,< LOD,0.0005,,,,,,,,,,,,,,,0.0016,0.0015,,,,,< LOD,0.004,0.0134,0.0114,,,< LOD,0.0014,< LOD,0.0036,,,,,,,,,,,< LOD,0.0011,0.0045,0.0018,,,,,3,Passed,,
392,1/04/2006 12:38,Supervisor,MAD213,776.5,Li Index,Li Index,60,No Match,0,,0,,0,,,,,0.2007,0.148,5.8276,0.1017,26.0105,0.1916,0.1328,0.0169,0.2453,0.0101,4.6519,0.0266,0.6686,0.011,,,,,,,,,,,,,,,,,0.0032,0.0018,0.0022,0.002,,,,,0.0527,0.0021,0.0157,0.0008,,,0.0115,0.0012,< LOD,0.0004,,,,,,,,,,,,,,,< LOD,0.0014,,,,,< LOD,0.0042,0.1745,0.0121,,,< LOD,0.0013,< LOD,0.0052,,,,,,,,,,,< LOD,0.0015,0.0077,0.0019,,,,,3,Passed,,
393,1/04/2006 12:39,Supervisor,MAD213,777,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1385,5.1377,0.1009,37.8433,0.2439,0.2074,0.0192,0.1433,0.0081,1.7685,0.0172,0.9555,0.0125,,,,,,,,,,,,,,,,,< LOD,0.002,0.0033,0.0023,,,,,0.0243,0.0013,0.0126,0.0008,,,0.0033,0.001,< LOD,0.0006,,,,,,,,,,,,,,,< LOD,0.0015,,,,,< LOD,0.0052,0.163,0.0142,,,< LOD,0.0014,< LOD,0.0044,,,,,,,,,,,< LOD,0.0014,0.0051,0.0018,,,,,3,Passed,,
394,1/04/2006 12:40,Supervisor,MAD213,777.5,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.152,8.4483,0.1206,32.1092,0.22,0.1616,0.0185,0.6543,0.0151,7.5366,0.033,1.0487,0.0139,,,,,,,,,,,,,,,,,< LOD,0.0018,0.0027,0.0021,,,,,0.0685,0.0022,0.0079,0.0007,,,< LOD,0.0006,0.0008,0.0005,,,,,,,,,,,,,,,0.0027,0.0014,,,,,< LOD,0.0052,0.0759,0.0111,,,< LOD,0.0013,< LOD,0.0046,,,,,,,,,,,< LOD,0.0014,0.0058,0.0017,,,,,3,Passed,,
395,1/04/2006 12:41,Supervisor,MAD213,778,Li Index,Li Index,60,PWA1497,0,TMS138,0,TMS138ARu,0,,,,,0.1947,0.1063,2.2306,0.0674,15.0125,0.137,0.0929,0.0138,0.1155,0.0074,0.1169,0.0055,0.5767,0.0085,,,,,,,,,,,,,,,,,< LOD,0.0015,0.0025,0.0019,,,,,0.0009,0.0006,0.0056,0.0005,,,< LOD,0.0005,< LOD,0.0003,,,,,,,,,,,,,,,< LOD,0.0014,,,,,< LOD,0.0025,< LOD,0.0091,,,< LOD,0.0013,< LOD,0.0045,,,,,,,,,,,< LOD,0.0011,0.0042,0.0016,,,,,0.0006,0,3,Passed
396,1/04/2006 12:42,Supervisor,MAD213,778.5,Li Index,Li Index,60,PWA1497,0,TMS138,0,TMS138ARu,0,,,,,0.155,0.1275,4.9535,0.0897,17.8177,0.1528,0.1886,0.0176,0.1289,0.008,5.4226,0.0281,0.3302,0.0085,,,,,,,,,,,,,,,,,< LOD,0.0018,< LOD,0.0019,,,,,0.0947,0.0038,0.0028,0.0005,,,< LOD,0.0005,< LOD,0.0004,,,,,,,,,,,,,,,< LOD,0.0015,,,,,< LOD,0.0038,0.0297,0.0105,,,< LOD,0.0014,< LOD,0.0072,,,,,,,,,,,< LOD,0.0019,0.0036,0.0019,,,,,0.0475,0,3,Passed
397,1/04/2006 12:44,Supervisor,MAD213,779,Li Index,Li Index,60,PWA1497,0,TMS138,0,TMS138ARu,0,,,,,0.1533,0.1094,2.6363,0.073,18.745,0.1552,0.0915,0.014,0.152,0.0081,0.2806,0.0075,0.5814,0.0087,,,,,,,,,,,,,,,,,< LOD,0.0018,0.0024,0.0021,,,,,0.0039,0.0008,0.0049,0.0006,,,< LOD,0.0006,0.0007,0.0004,,,,,,,,,,,,,,,< LOD,0.0016,,,,,< LOD,0.0032,< LOD,0.0107,,,< LOD,0.0014,< LOD,0.005,,,,,,,,,,,< LOD,0.0012,0.0056,0.0019,,,,,0.0041,0,3,Passed
398,1/04/2006 12:45,Supervisor,MAD213,779.5,Li Index,Li Index,60,No Match,0,,0,,0,,,,,0.1993,0.1505,7.9213,0.1194,28.5202,0.2027,0.1807,0.0188,0.204,0.0093,2.5522,0.0203,1.5006,0.0148,,,,,,,,,,,,,,,,,0.005,0.0021,< LOD,0.0021,,,,,0.0349,0.0016,0.032,0.0011,,,0.0138,0.0014,0.0011,0.0005,,,,,,,,,,,,,,,< LOD,0.0014,,,,,< LOD,0.0045,0.1927,0.0132,,,< LOD,0.0014,< LOD,0.0047,,,,,,,,,,,< LOD,0.0014,0.0086,0.002,,,,,3,Passed,,
399,1/04/2006 12:46,Supervisor,MAD213,780,Li Index,Li Index,60,No Match,0,,0,,0,,,,,0.2383,0.1728,4.053,0.0921,29.0567,0.2083,0.125,0.0206,5.9406,0.0438,2.5651,0.0208,3.1933,0.0217,,,,,,,,,,,,,,,,,0.0097,0.003,< LOD,0.0025,,,,,0.0425,0.0024,0.0167,0.0011,,,0.0437,0.0023,0.0021,0.0007,,,,,,,,,,,,,,,0.0031,0.0018,,,,,< LOD,0.0066,0.2444,0.0175,,,< LOD,0.0017,< LOD,0.0066,,,,,,,,,,,< LOD,0.002,0.008,0.0025,,,,,3,Passed,,
400,1/04/2006 12:47,Supervisor,MAD213,780.5,Li Index,Li Index,60,No Match,0,,0,,0,,,,,0.1589,0.1341,5.9238,0.1053,38.9351,0.2487,0.0353,0.0117,0.0584,0.0058,2.7023,0.0208,0.6705,0.011,,,,,,,,,,,,,,,,,0.003,0.0019,< LOD,0.0021,,,,,0.026,0.0014,0.0221,0.001,,,0.0054,0.0012,< LOD,0.0006,,,,,,,,,,,,,,,< LOD,0.0014,,,,,< LOD,0.0053,0.2149,0.0147,,,< LOD,0.0014,< LOD,0.0041,,,,,,,,,,,< LOD,0.0014,0.0043,0.0017,,,,,3,Passed,,
401,1/04/2006 12:48,Supervisor,MAD213,781,Li Index,Li Index,60,PWA1497,0,TMS138,0,TMS138ARu,0,,,,,0.1955,0.1141,2.5498,0.0692,17.0286,0.1472,< LOD,0.0099,0.0485,0.0056,1.3113,0.0145,0.3663,0.0074,,,,,,,,,,,,,,,,,0.0014,0.0014,< LOD,0.0016,,,,,0.031,0.0018,0.0111,0.0006,,,0.0063,0.0009,0.0003,0.0003,,,,,,,,,,,,,,,< LOD,0.0012,,,,,< LOD,0.0024,0.078,0.009,,,< LOD,0.0012,< LOD,0.0059,,,,,,,,,,,< LOD,0.0015,0.0043,0.0015,,,,,0.0163,0,3,Passed
